Offer Title,Coupon Code,Description,Eligible Credit Cards,Eligible Debit Cards
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind InterMiles Odyssey Amex Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind Legend Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind Pinnacle Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind Pioneer Heritage Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind Platinum Aura Edge Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind Platinum Visa Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Indusind Samman RuPay Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Intermiles Amex Voyage Credit Card,
Get 10% OFF up to ?500,INDUSIND10,"Applicable on IndusInd Bank Credit Cards. Maximum discount ?500. Minimum cart ?999. Valid Sept 27  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Poonawalla Fincorp IndusInd Bank eLITE RuPay Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU Altura Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU Bank Altura Plus Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU Bank InstaPay Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU Bank Zenith+ Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU LIT Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU Vetta Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",AU Zenith Credit Card,
Get 5% off,AUCC30,"Applicable on AU Bank Credit Cards. Maximum discount ?30. Minimum cart ?500. Valid Oct 01  Oct 31. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Ixigo AU Travel Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",YES Bank Marquee Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",YES Bank Paisabazaar Paisasave Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",YES Bank Rio RuPay Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Bank Anq Pi Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Bank BYOC Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Bank Card Anq Phi Credit  Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Bank Finbooster Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Bank Wellness Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Bank Wellness Plus Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes ELITE + Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes EMI Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Private Prime Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Prosperity Cashback Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Prosperity Cashback Plus Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Prosperity Edge Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Prosperity Reward Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Prosperity Reward Plus Credit Card,
Get 10% OFF up to ?600,YESBCC10,"Applicable on Yes Bank Credit Cards (excluding corporate cards). Maximum discount ?600. Minimum cart ?2999. Valid Sept 11  Oct 22. Excludes Gold/Silver coins, Milk, Tobacco, Cigarettes, and Baby needs.",Yes Reserv Credit Card,
